flightid,espera
e268555cee58a011a333327a79ebc74d,1
faf79370c5d36d535f275b4f8a96fd43,1
090b5218442aaf61e824968ca4bb57fc,1
6d234e25fa7be26cbc001b5b1b1f21de,1
4b832e3fddac04150ab81eee7d9c7093,1
e4656ac4e86f817c88fc93fbd4b47395,1
ced6c6a879b14eb37383601f2f3a1668,1
483511935005ceaf3a7e6d154ae8b524,1
1493359b1ffc811912963000816094d9,1
9808280f316456dd4a69bb83acecda53,1
734f5585184e3e5b41e10c7df51a37f5,1
129a489da5aecd3e395bad5d27fcbab4,1
b00d3dc7e84951fbd7854dcb11493547,1
bee8a4e4f8a1ce3fcdbd9ad1447e72b6,1
ca736a279fb13b4042fc8f131b5fc606,1
54c29fdec23fdf1102e6e5210b15d337,1
84ca19ec76ae3e13a0e148e0a0080b44,1
b704690ef1c54bf496e8ee0ea116ff7f,1
f78e3eff18526f3de8d49405d782db8e,1
b125be707e8c08f558dc18aa7b8d9676,1
a5cb7863d889e30ecdd13de2dd853c2d,1
c408284f4fec5f531c3abb3241e64fb6,1
a6b923208a18919648e1dd135aa0c406,1
4db72819dff2af6ed56d3d8eb1d1336f,1
5901fdfcf8605e26a2b052ff6f85d151,1
c889e3987f6a0d8ec60e6fbb9dc38fca,1
2359b78e6be89cfac9b9b44d635bc226,1
638e225a8aae794dc3552d070f7e75a1,1
e4126381131ac86bf1dcfd8e240fdb9c,1
76f5250db28cf34b0f281537f00c068b,1
b4f64ffe3519dc750a5b3b1087a729a6,1
29c48e33388857199565e6a04c873eaf,1
3098651c7fe1598172d866e27946298c,1
9111c138a64b773195388c0af6a03af5,1
44524b72967d9ef9384aad8cfe9c5b48,1
ecfc5bfbc8993075a7e581fe2fe6b45e,1
bebc45b26b66a1c5ca25a12ff3575a28,1
69090eb27213d8932b527f9f188e6778,1
f5df4609d438ff0412e2e243d60b75e5,1
8bf7f797ca28afdca7d4d7a273269dcd,1
673591dcfb251dae8b0cda9b3f8c10b3,1
5736c6287b88a66848ed60eb2eabf36e,1
3baa5a7fdf1edbb424ecd65f83e12009,1
ad31e0ec1627d5a0bd3173b8377d352c,1
6d78122bb90b235d76c5c21b04a17022,1
afab73ef55b12f1114272dde490b7ae8,1
a83c6f3f5ec14950c8a245bb4c88fba2,1
8893c5b72b78465b40208c317a493b0b,1
7b69269bc4e6f20b8e52c6ac79620b1a,1
129f4bbe78ed4ff34fc20254047b409e,1
713ac9bc9350a25cca183cadd39524c2,1
eb11b49d63f2b6d45d6906c68ae9b5b4,1
a8e28e15658bfd22e84d8efed87a556f,1
ca0b976cc8175058420c20e6965055d7,1
97242e8422f46bda30354bb03d4bdfef,1
3a40c097fdf7421ccbf89b09d93f05f6,1
c6087de3ee16c100bf2b5a24f2af39aa,1
0b95808e24154322cc5d57e6ad4c8208,1
e80abc5c8f4a2255f3d0d7b3d773b50e,1
fe051329b0a06e4fa6b955b4654a63d1,1
510d98a15f26201ee154d80f0b6b93e1,1
d8e130994d85c929ea821e842fb14ee6,1
f6927f2053612242ac10d3c8afffd5c6,1
146b6ff995c0d7741ae11b870468704c,1
190a836c48364c6da9761927697fd91a,1
f729b8a1fa83f5ad4a165af844629260,1
c4ed80e25ebc1367469fead88baca903,1
64d0aaea7c028f6a333cfbbfcee68896,1
f00272c8645da311c5e7c2a43b20bc46,1
e731996e754dfd9698904d5beb64c381,1
012e1ef04588870c77e0b0a5b86b3e16,1
22d3c102ec2425ca424a71fd84742f9f,1
476624e3dc484770754cc00e7cd32ab7,1
99ea2393204a63f435fda023b186fb15,1
b1dd3c57d54f1f4f8421d8c08c7f776b,1
9d20f8cc860ba964d9de0e9137edcae4,1
dba4510b64962742a75a0310baad16bc,1
de463f5655f63514693d031a6ecad639,1
d017f2bb0b969e1bf23e49bf7cf787e0,1
09726e177e6902d724b7af8671f7e0c2,1
69ba4671e9054a350f6865bfdcdf1cfd,1
34754eafde396986f0ef6abae69b4044,1
2ff760ea7ff41d115aafe01dc81b4a5e,1
9566c3f8df5d24dcecdab8fb6a79cfd3,1
2521bc9f75a959fca71a755de24b9fc7,1
8f7f7dd7f9036506705c6d6de788ff11,1
351a969a1ff43cb2b532d8472f36a99c,1
accc7a4b27955ec800dc0ca963d78509,1
3e543dbbb769ba3cd63101e10bd43970,1
5352b9abfa55dac580bb966b85ea29c4,1
b3c624f7902e633084ffa5b837599509,1
e635194b222e2ed89dfe275f885636fb,1
316141f320f3e9442e673a21b1119322,1
51d0a99fc813085860df3ddc341fd3a3,1
596a0cff622186f1fc267f1f25dcc0bf,1
af53e50877ad3a8ab0f2c090078fe91c,1
c71351500e935b305cbfbf7843abaccd,1
44fa228edc28cffe8d82905f84c41a1a,1
f5dcc0e879a0acf322be955d1b67223f,1
f17d6a3b15169e4592416153d7f549df,1
b302911e5a3e5f244e7d3b7f07c0b682,1
f53ead2f167c1605115a716444345d65,1
a0109af662739e53fcda722af5e4e24b,1
64ba7877243c971461aa1d0f32ec6598,1
88729e35ac07945e9af2eaee2a812289,1
f65006c4af6989f87a8fd3a176c1b271,1
f96cf87f3efebc7850ef4d47f11b9327,1
c733da5f44c6f3ec99d70087f119a937,1
bf7e9623c4e222c824daf9dcc40205db,1
4ad165206c2a3793409f6d5fc0bea544,1
5630ea595f8f1980eb23e31f9fe97e80,1
d00cbdf70c4c754982c0994c7bb510bd,1
3d20a40c0457e8431b32b47895524daa,1
922e4876ffa2c240cc0ee1a48ffe3858,1
7a266c879faa48c680150f42b16d16be,1
92bc1459aa06b14abda344c417da6e83,1
d4937e8ce2dd6f029e84722e6e960ae2,1
7752fde5fe8fee58050eeae5b1fc5483,1
e608bb376c7b5c0b42f63696c464b806,1
3d782f7c699739a2dea1b2097b5f3e18,1
992bd0944aaa819788f164a5e9eafa0e,1
a4d1587428e69166c0c71d2ae09a0af9,1
13fba53f187aac907916fcbddab37968,1
49423d1ee91d89d4b8d689382fad942b,1
9210af68d5cd41dbb7f953b30d4c81b3,1
1cd5988d922cf0696c1269903f93222c,1
7cfd1ea0fd9bed42e3f6503c54a18d85,1
9d5a17f11ba6566e64d3bb02f4d947d9,1
6148ee74b2e7a0023186d2e019e961d3,1
fbe62d599db8cd19dac380fa78010165,1
ee9c411ff12832bf904503ccd70dbbb4,1
2644dbed54e0bf7c269858e48d42f336,1
452d4512a3126e5269cdd06f4e3c232e,1
28a023b5840240ea0de7dec548f7dea0,1
fa13acfca9fe8356775d995112727408,1
3e6102465f2772d12c39ac1507c6bcc1,1
e34ddb6ab5688ab71ab9d4119059efbc,1
d0a9bb6cccd471724945134e45789399,1
40d0a227a239fa90b615a59eab365842,1
1c9a836095b38e3485ab5dcce188fb2d,1
d1d95794c6f20bb41a6daa70101952f0,1
8287b2fcdda529adc070acb141ddaabd,1
64edd26a63cfa0f42f13c007afc7ebbe,1
3e691b00fc44c0de32bfc0eb71867c8c,1
be0d36eae17865cf1ee1923f21dbf1c4,1
cebe7f4cc4ff7f54090d4672617bbee2,1
3469998389dd3745e31a02a13d690428,1
6de71cddbd024669d0008f323d6f482a,1
b0c9386c2070cd6e2775c6afb869fc02,1
4600239fafd2be785a9ab62259a43980,1
042c0e641f30acf2938267426fbe0653,1
a5d8d7523ad932ba0c3fdc369cef5798,1
34d7f615fd2f07a5e60e675305330a14,1
4045693c8e06977a427c7c9ca8020bc2,1
ca4c885a0d57d12e3bc7f3f462bf0410,1
8bc2cfeaf689af4e930606ccfb69d3b1,1
10125e97b1d3107da555e0284b16d74a,1
8547f7222fa9577dc236d29f7ea043c3,1
e9fcab8c65b548d69f103bed0b2fce6e,1
50a48b2fa6bdd37ab2df75721d7fb8ce,1
4470a443d8229dfe850c11cda75e231d,1
69f3cdfa36db61e0fc5ef512a32c5ada,1
fd52c8fb5e83031b65a6c0e8d330788b,1
941315ad23447c6c4cc56cc61cb9cbf4,1
5bf5463f68d0661718e292800375363d,1
657a8887e1b1bab10081334bacda01ec,1
b3ed0ff10547eeff39cdcd35123c5fc1,1
ce75aaab30e58a818fc634a46e1f26c2,1
2c2548d74d7517d8839b17ccbc5c9121,1
50f880609037c63f1fd85430af003953,1
c90489420cc8ca207c878dc7f6001461,1
6b39be0928adcbc8e3ed7fdcd9d02127,1
7342a036c56abfc60fcb34bde7b34b4f,1
c1483fe4e40a244a43726679e073a3c3,1
4de00079e80e0a8383113e90ef4da991,1
fe3ca90dc4a0efd624279c5688f2fa2f,1
3b6d6cc71d958d071a41e20b521c6a6d,1
6368de884fb9282ec0ec9c78e87aa746,1
d888c38da36a94abf57955823d1b16bc,1
d409ce22d96019ee1289d70b14b6a5cd,1
ffd36040834bcb0bcf35781be3baed35,1
9909d95f91772e2bacf05d8649e2ceb8,1
367b1042ea8345bb4497394f38285bba,1
56f07a0d4566bffa2d51b473297b42bc,1
e0a2731104de1daae74a6ef429b0f577,1
8ae6bf23855f65b272d89ff802137e1a,1
956888f078831906ca849752061cd4df,1
e88b57c9bfc1e13dc3ce7095703b2fa1,1
b57a233717306885b8a04c339e5b0451,1
e1c1fe38885dd18b40deb9aa9de96770,1
b76d7d91c19d354c29b227c9cd787f91,1
bb3d1542feec0e928181cc0cc2b0fb87,1
7370e07c1f98075101e376c0ef6eea8b,1
a383262cd76251f986acf51575222fa9,1
b8ae23d018680efa5c152d3b02d42b50,1
cfb7f169383a7e827857e09b7c3b01f1,1
35178d19158273b47cdf073d116afb3e,1
4aaca84c1af23cf50732ad5b7913fba0,1
56b8d181931f875964d2852ab6577824,1
6c12ba0365804ac31cbf2cd0fd18ccc4,1
8812587dd9df122a0c038b76363f6706,1
36306a8596e86bc666eaaf4fc0a5a8c4,1
63f63ce0a8d9e3f56a0337cd07758450,1
9f13bdf8e7976cc14d01a8ca38732fc8,1
35afa9c0cf5842ea8c108ec894d122d8,1
446c12f7f53a0fd38273f95e9b7d285f,1
6d097da32882c900aa369318909b7db4,1
bbc6ac7d30c90c468d317f1d3dcec077,1
8ede9f27f95391e36783a86e9c823df2,1
333f70bdc8f1ba065d41b95ef2f35cc5,1
caf9013bf590a51885eb03952441c8f3,1
14e778e54b0f61639455f34ef7d9f686,1
99f16b3c8542b495e499133db419f927,1
2eef3cc9f06d1362b091d45b4e903dad,1
2222bdebbc8b909456d4b58634de293d,1
db556e7ef7fe11672496ce026d4243e3,1
4460fb306c5a8a32d9fadf4e336d9aee,1
c13d5347f7ed123335e39132b60d70fd,1
0b05fd036626c203fdddb450cddb7d86,1
95bbd2d151dd838854e8907ee2327324,1
4d948375802e567b2618eeb47f3db8a2,1
70b269e2dab483233e9b79634d4cf605,1
9ca5359bfb1d44d7c02f5334b72234d9,1
93e2e5a1a99fff48126dc1771b1a4b8c,1
ac7de0be0bf249240befc45f92ac208c,1
1369e3f12c2d4e2219a8e9f070b1afe1,1
44f9cd9c08f06458a8ce024567fc6daf,1
7ce4b638f204a80cf48cb98ae90bb21c,1
ebeb977e4b831eb9c3d2d41f7f253df3,1
92dea0df8adbd91006ed253e736e77f6,1
f2ac37b19ba86c663878a9f02385b3e2,1
c2fd26e467fa07792280824ab39ca6a3,1
d5820c00762a2e6c394f37a9042b45b3,1
292539d45259963a202eddfef614e9f5,1
16bf859902be069572920ac8e547f56e,1
d6df7dc999be6299e4552c3d1c7b4e30,1
b30f9410aa7ff71faa7f02f46d643299,1
5c5499b237df01a7b3dcd8c89ead4d20,1
1e514ac69f8ae82eddd1fb760a1c88fa,1
39420b48047158457b38bdefb16be0ce,1
2eb7baaaabfe1a11d83315f4da1e0b0e,1
637d08c717b202207818644a58a06651,1
fbc4119b6f5e5442ca774317e8c09742,1
0ebf6c7d992dcefa610f42c1ac55aba1,1
f5d7777fb7718c214303a3c9a68f6abe,1
45776d6271c9e906b62d29794c4f70bd,1
4c1c085eade91ff8ddc5bc906d172625,1
2627988a105aa42c67cb11bfe544853d,1
aa1eb11a0c59e46ebdf01fe189cda72b,1
e405e149f0627f125b44dc638cbdb667,1
6c771243ca59aa73fe34408d90c122de,1
a3a7a71d25296421e82d8f9df3e154c7,1
509a0b450a52654416fdec6a6d7f2116,1
8e0c33bdccacd6625bf31759f11fdef6,1
7a73ca23a76dc458b7eb76576b8b6079,1
af3ebf7d6871e17f6a0ab4c18d31855b,1
2975138af512e140df901ae4dbb55855,1
650bd4c5591605903784d5068eb7b94b,1
51f960e299e3078fba1236f01b3f97ca,1
6e47f2eb4b85d8f347915096b123e6e4,1
b9133bbc4ffd6b35b83394806921c780,1
03230c27b8a1ba968b3488cb118bb9e7,1
8092faa03bec89a4bd1e5f1c101f71b2,1
440906938fa03053c8eac6f2fb4bc8df,1
1aba71b4cd2b903a7d5b01e6d387974e,1
7f310686f761fa4dfe312f8355b440c0,1
56eaf3d343364e5dbfa0c35793a745c8,1
366c091dddc92395d8d33ee91bae3396,1
2373b11b2272a4d6c61c05eb6b47cd51,1
99c7ab2b33d679542159bfda8acda938,1
108ec06d66d04dd47ba84f50ea25afcf,1
9735ef4a80ac82000214e2f9bdd33d1d,1
5d263bcef5c32fa61f891f2dafca7032,1
f7f6343baba9f623183381249d6f4aa7,1
f0584ea3958ff5a7f6cdf9d2dc502e53,1
0889a1d4960a6c2a9c84e83bd781d0df,1
adacc488a844a8f15159ab4dff2bc9b8,1
227d9f635b2042a5c2ba9313a4aad53e,1
ae067be0f6cf7a97af3f3b5442e97ad3,1
77ca4f51cffe1c7ab58504f41b4fcbd2,1
44c7abbca655ae98ab4d9ea3e6c42c29,1
e98542552f74a25b340e139f1dce3016,1
ba4735f28fa372fcffc19096d4992ae4,1
af05d7f1b64589344f456680c94d572d,1
3a3cf91b7f190190c75f8f2663e97d8e,1
cfd55aa49541d98225bf580088568922,1
e5131a4038b90912f702d8fd4abca803,1
cf04d29965ba7f0e59e1a730d154d604,1
440854b9dacaa3a0c4c6a7060e3623f6,1
2016d20a4b9c20479fc69a2552ca978b,1
06ebb0dad58a1f5f5b5c96a63e363e98,1
9c9e1114ac7688966586c88738a51d43,1
599d9f8ea22e6a342650ff5787b0e195,1
4bea894f4f647785b4b8f0194a109012,1
459b111cb08c6011ff42b3965e539499,1
e18cf25417e16ab1313c9fe17985272f,1
